Blood-ID,Sample,Sample pt,Band,Treatment,Box,Pair ID,Date,Numeric Date,Time,Numeric time,Tarsus,Mass,Cp Telomere,Mean Cp T,Cp CV T,Efficiency T,Et^CpT(C)-CpT(S),Et_CV,Cp GAPDH,Cp Mean R,Cp CV R,Efficiency R,ER^(CpR(S)-CpR(C)),Er_CV,RTL,RTLave,RTLcv,qPCR Plate,Drop Duplicate,Sex,NOx,Fledged,Recruit,Size rank,Brood size
CTR-105,Tel 1,8,59V66836,CTR,K88,15,28/04/17,28,10:19:00,10.31666667,14.82,9.9,13.24,13.04,0.021690392,2.017152285,1.103223276,0.197174261,25.98,25.96,0.001089533,1.970580571,0.989876666,0.019184842,1.092054979,1.249628111,0.178326702,2,0,M,0.003,1,0,4,8
CTR-105,Tel 1,8,59V66836,CTR,K88,15,28/04/17,28,10:19:00,10.31666667,14.82,9.9,12.84,,,2.017152285,1.460692807,,25.94,,,1.970580571,0.963379319,,1.407201243,,,2,0,M,0.003,1,0,4,8
CTR-106,Tel 1,8,59V66837,CTR,K88,15,28/04/17,28,10:20:00,10.33333333,11.24,5.7,12.69,12.585,0.01179916,2.007917687,1.378044101,0.103329338,26.57,26.655,0.004509779,2.051129172,1.527832967,0.086249217,2.105421207,2.429680512,0.188737533,3,0,M,0.0021,0,0,8,8
CTR-106,Tel 1,8,59V66837,CTR,K88,15,28/04/17,28,10:20:00,10.33333333,11.24,5.7,12.48,,,2.007917687,1.595290418,,26.74,,,2.051129172,1.726293712,,2.753939817,,,3,0,M,0.0021,0,0,8,8
CTR-107,Tel 1,8,59V66838,CTR,K88,15,28/04/17,28,10:22:00,10.36666667,13.97,9.3,12.7,12.76,0.006649907,2.076969342,1.692581782,0.061980023,25.87,26.065,0.010580151,2.018534361,1.024887662,0.192492062,1.734706186,1.912237909,0.131295259,1,0,F,0.0039,1,0,7,8
CTR-107,Tel 1,8,59V66838,CTR,K88,15,28/04/17,28,10:22:00,10.36666667,13.97,9.3,12.82,,,2.076969342,1.550451022,,26.26,,,2.018534361,1.347846274,,2.089769633,,,1,0,F,0.0039,1,0,7,8
CTR-66,Tel 2,15,59V66831,CTR,K88,15,05/05/17,35,08:54:00,8.9,18.4,15.1,11.6,11.675,0.009084884,2.076969342,3.782010729,0.077447128,25.14,25.14,0,2.018534361,0.613761833,0,2.321253837,2.200734174,0.077447128,1,0,F,0.0025,1,0,2,8
CTR-66,Tel 2,15,59V66831,CTR,K88,15,05/05/17,35,08:54:00,8.9,18.4,15.1,11.75,,,2.076969342,3.389286203,,25.14,,,2.018534361,0.613761833,,2.080214511,,,1,0,F,0.0025,1,0,2,8
CTR-69,Tel 2,15,59V66832,CTR,K88,15,05/05/17,35,09:09:00,9.15,19.32,13.9,12.18,12.305,0.014366249,2.007917687,1.96636225,0.122919769,25.45,25.48,0.001665087,2.051129172,0.683350795,0.030474008,1.343715207,1.261122189,0.09261923,3,0,,0.0026,1,0,4,8
CTR-69,Tel 2,15,59V66832,CTR,K88,15,05/05/17,35,09:09:00,9.15,19.32,13.9,12.43,,,2.007917687,1.651874511,,25.51,,,2.051129172,0.713449577,,1.17852917,,,3,0,,0.0026,1,0,4,8
CTR-71,Tel 2,15,59V66833,CTR,K88,15,05/05/17,35,09:17:00,9.283333333,19.58,14,14.22,14.345,0.012323227,2.017152285,0.554650621,0.123724749,26.06,26.015,0.002446266,2.002186402,1.410083177,0.044166782,0.782103509,0.699309616,0.167434057,2,0,M,0.003,1,0,3,8
CTR-71,Tel 2,15,59V66833,CTR,K88,15,05/05/17,35,09:17:00,9.283333333,19.58,14,14.47,,,2.017152285,0.465409058,,25.97,,,2.002186402,1.324674955,,0.616515723,,,2,0,M,0.003,1,0,3,8
CTR-65,Tel 2,15,59V66834,CTR,K88,15,05/05/17,35,08:51:00,8.85,18.87,15.6,15.59,15.73,0.01258677,2.017152285,0.21209357,0.138481711,26.92,26.89,0.001577776,1.970580571,1.872835495,0.028775056,0.397216367,0.355281362,0.166924186,2,0,M,0.0038,1,0,1,8
CTR-65,Tel 2,15,59V66834,CTR,K88,15,05/05/17,35,08:51:00,8.85,18.87,15.6,15.87,,,2.017152285,0.174261188,,26.86,,,1.970580571,1.798141978,,0.313346357,,,2,0,M,0.0038,1,0,1,8
CTR-64,Tel 2,15,59V66835,CTR,K88,15,05/05/17,35,08:46:00,8.766666667,19.42,13.3,14.24,14.275,0.003467424,2.017152285,0.546921164,0.034724741,26.83,26.805,0.001318983,1.970580571,1.761919873,0.023980225,0.963631268,0.925239915,0.058680535,2,0,M,0.0035,1,0,7,8
CTR-64,Tel 2,15,59V66835,CTR,K88,15,05/05/17,35,08:46:00,8.766666667,19.42,13.3,14.31,,,2.017152285,0.520706527,,26.78,,,1.970580571,1.703163904,,0.886848561,,,2,0,M,0.0035,1,0,7,8
CTR-70,Tel 2,15,59V66836,CTR,K88,15,05/05/17,35,09:12:00,9.2,19.88,13.4,14.17,14.25,0.007939445,2.017152285,0.574455561,0.079303513,25.96,26.045,0.004615402,2.002186402,1.315510384,0.083356549,0.755702255,0.757881492,0.004066477,2,0,M,0.003,1,0,6,8
CTR-70,Tel 2,15,59V66836,CTR,K88,15,05/05/17,35,09:12:00,9.2,19.88,13.4,14.33,,,2.017152285,0.513450106,,26.13,,,2.002186402,1.480301048,,0.76006073,,,2,0,M,0.003,1,0,6,8
CTR-67,Tel 2,15,59V66837,CTR,K88,15,05/05/17,35,08:58:00,8.966666667,16.1,7.7,14.04,14.08,0.004017652,1.97540797,0.692381296,0.03850093,26.13,26.37,0.012871113,2.051129172,1.113778812,0.241442126,0.771159617,0.9010676,0.203888845,3,0,M,0.0021,0,0,8,8
CTR-67,Tel 2,15,59V66837,CTR,K88,15,05/05/17,35,08:58:00,8.966666667,16.1,7.7,14.12,,,1.97540797,0.655681278,,26.61,,,2.051129172,1.57237307,,1.030975584,,,3,0,M,0.0021,0,0,8,8
CTR-68,Tel 2,15,59V66838,CTR,K88,15,05/05/17,35,09:01:00,9.016666667,19,13.8,13.25,13.13,0.012925029,2.017152285,1.0955092,0.118799559,25.63,25.72,0.004948648,1.970580571,0.780680117,0.086229984,0.85524225,0.999393794,0.203984725,2,0,F,0.0039,1,0,5,8
CTR-68,Tel 2,15,59V66838,CTR,K88,15,05/05/17,35,09:01:00,9.016666667,19,13.8,13.01,,,2.017152285,1.296442662,,25.81,,,1.970580571,0.882063952,,1.143545338,,,2,0,F,0.0039,1,0,5,8
CTR-117,Tel 1,8,59V66856,CTR,K89,18,30/04/17,30,08:06:00,8.1,14.49,9.4,12.53,12.385,0.016557204,2.097833555,1.068954925,0.151348915,24.56,24.595,0.002012502,2.018534361,0.408393586,0.034758623,0.436554335,0.502510128,0.185619296,1,0,F,0.0012,1,0,1,8
CTR-117,Tel 1,8,59V66856,CTR,K89,18,30/04/17,30,08:06:00,8.1,14.49,9.4,12.24,,,2.097833555,1.325174257,,24.63,,,2.018534361,0.428974467,,0.56846592,,,1,0,F,0.0012,1,0,1,8
CTR-118,Tel 1,8,59V66857,CTR,K89,18,30/04/17,30,08:07:00,8.116666667,13.86,9.3,13.81,13.655,0.016052955,2.007917687,0.631230104,0.152214191,27.47,27.49,0.001028893,2.051129172,2.91655108,0.020317752,1.841014841,2.096374536,0.172265565,3,0,M,0.0025,1,0,2,8
CTR-118,Tel 1,8,59V66857,CTR,K89,18,30/04/17,30,08:07:00,8.116666667,13.86,9.3,13.5,,,2.007917687,0.783499878,,27.51,,,2.051129172,3.001575746,,2.35173423,,,3,0,M,0.0025,1,0,2,8
CTR-119,Tel 1,8,59V66858,CTR,K89,18,30/04/17,30,08:09:00,8.15,13.69,8.9,12.5,12.6,0.011223917,2.007917687,1.573203263,0.098425195,26.77,26.775,0.000264092,2.051129172,1.763902107,0.005079766,2.77497655,2.603114528,0.09336877,3,0,M,0.0024,1,0,6,8
CTR-119,Tel 1,8,59V66858,CTR,K89,18,30/04/17,30,08:09:00,8.15,13.69,8.9,12.7,,,2.007917687,1.368471186,,26.78,,,2.051129172,1.776619437,,2.431252507,,,3,0,M,0.0024,1,0,6,8
CTR-120,Tel 1,8,59V66859,CTR,K89,18,30/04/17,30,08:10:00,8.166666667,14.02,9,12.87,13.14,0.029059183,2.097833555,0.830916232,0.279191194,26.44,26.33,0.005908222,2.018534361,1.529490799,0.109046503,1.270878732,1.000369569,0.382416397,1,0,M,0.0017,1,1,4,8
CTR-120,Tel 1,8,59V66859,CTR,K89,18,30/04/17,30,08:10:00,8.166666667,14.02,9,13.41,,,2.097833555,0.556930353,,26.22,,,2.018534361,1.310505707,,0.729860406,,,1,0,M,0.0017,1,1,4,8
CTR-121,Tel 1,8,59V66860,CTR,K89,18,30/04/17,30,08:13:00,8.216666667,13.53,7.4,12.81,12.84,0.003304237,2.007917687,1.26745809,0.029571061,26.32,26.22,0.005393644,2.051129172,1.276666974,0.101421339,1.618121885,1.481136157,0.130796263,3,0,,,0,0,7,8
CTR-121,Tel 1,8,59V66860,CTR,K89,18,30/04/17,30,08:13:00,8.216666667,13.53,7.4,12.87,,,2.007917687,1.215538877,,26.12,,,2.051129172,1.105806203,,1.344150429,,,3,0,,,0,0,7,8
CTR-122,Tel 1,8,59V66861,CTR,K89,18,30/04/17,30,08:15:00,8.25,12.71,7.1,12.97,13.025,0.005971727,2.076969342,1.38945197,0.056820834,26.21,26.12,0.004872864,1.970580571,1.157011704,0.086229984,1.607612191,1.460264224,0.142701225,2,0,,,1,0,8,8
CTR-122,Tel 1,8,59V66861,CTR,K89,18,30/04/17,30,08:15:00,8.25,12.71,7.1,13.08,,,2.076969342,1.28211278,,26.03,,,1.970580571,1.02402556,,1.312916258,,,2,0,,,1,0,8,8
CTR-123,Tel 1,8,59V66862,CTR,K89,18,30/04/17,30,08:17:00,8.283333333,13.91,9.1,11.98,11.95,0.003550327,2.097833555,1.606695058,0.031428769,25.64,25.64,0,2.018534361,0.872002944,0,1.401042821,1.432886569,0.031428769,1,0,F,0.0019,1,0,3,8
CTR-123,Tel 1,8,59V66862,CTR,K89,18,30/04/17,30,08:17:00,8.283333333,13.91,9.1,11.92,,,2.097833555,1.679730931,,25.64,,,2.018534361,0.872002944,,1.464730317,,,1,0,F,0.0019,1,0,3,8
CTR-124,Tel 1,8,59V66863,CTR,K89,18,30/04/17,30,08:18:00,8.3,15.08,8.9,11.8,11.875,0.008931875,2.097833555,1.835913616,0.078504076,25.83,25.71,0.006600763,2.018534361,0.996494301,0.118914974,1.829477455,1.606287376,0.196501847,1,0,,,0,0,5,8
CTR-124,Tel 1,8,59V66863,CTR,K89,18,30/04/17,30,08:18:00,8.3,15.08,8.9,11.95,,,2.097833555,1.642807166,,25.59,,,2.018534361,0.841910923,,1.383097297,,,1,0,,,0,0,5,8
CTR-90,Tel 2,15,59V66856,CTR,K89,18,07/05/17,37,09:10:00,9.166666667,19,16.4,11.57,11.505,0.007989907,2.007917687,3.008420437,0.064036154,25.65,25.68,0.001652119,2.051129172,0.788936967,0.030474008,2.373454096,2.543250759,0.094418037,3,0,F,0.0012,1,0,3,8
CTR-90,Tel 2,15,59V66856,CTR,K89,18,07/05/17,37,09:10:00,9.166666667,19,16.4,11.44,,,2.007917687,3.293786901,,25.71,,,2.051129172,0.823686384,,2.713047422,,,3,0,F,0.0012,1,0,3,8
CTR-94,Tel 2,15,59V66857,CTR,K89,18,07/05/17,37,09:26:00,9.433333333,19.27,16.8,12.79,12.655,0.015086435,2.076969342,1.584823689,0.139093315,25.6,25.63,0.001655342,1.970580571,0.764953951,0.028775056,1.212317143,1.375232388,0.167533103,2,0,M,0.0025,1,0,2,8
CTR-94,Tel 2,15,59V66857,CTR,K89,18,07/05/17,37,09:26:00,9.433333333,19.27,16.8,12.52,,,2.076969342,1.930576776,,25.66,,,1.970580571,0.796729585,,1.538147633,,,2,0,M,0.0025,1,0,2,8
CTR-92,Tel 2,15,59V66858,CTR,K89,18,07/05/17,37,09:18:00,9.3,19.44,15.8,12.64,12.54,0.01127762,2.007917687,1.426922584,0.098425195,26.44,26.36,0.004291999,2.002186402,1.835762289,0.078463606,2.619490669,2.65714154,0.020038967,3,0,M,0.0024,1,0,4,8
CTR-92,Tel 2,15,59V66858,CTR,K89,18,07/05/17,37,09:18:00,9.3,19.44,15.8,12.44,,,2.007917687,1.640399366,,26.28,,,2.002186402,1.642766065,,2.694792411,,,3,0,M,0.0024,1,0,4,8
CTR-89,Tel 2,15,59V66859,CTR,K89,18,07/05/17,37,09:06:00,9.1,19.61,17,14.25,14.045,0.020641779,2.017152285,0.543096924,0.202037088,27.15,27.03,0.006278418,1.970580571,2.189053103,0.114862538,1.188868006,1.26794377,0.088197932,2,0,M,0.0017,1,1,1,8
CTR-89,Tel 2,15,59V66859,CTR,K89,18,07/05/17,37,09:06:00,9.1,19.61,17,13.84,,,2.017152285,0.724136109,,26.91,,,1.970580571,1.860174514,,1.347019535,,,2,0,M,0.0017,1,1,1,8
CTR-91,Tel 2,15,59V66862,CTR,K89,18,07/05/17,37,09:14:00,9.233333333,18.14,14.1,12.99,12.95,0.004368227,2.076969342,1.369288425,0.041334725,26.17,26.245,0.00404138,1.970580571,1.126040431,0.071885563,1.541874129,1.675840969,0.113052328,2,0,F,0.0019,1,0,5,8
CTR-91,Tel 2,15,59V66862,CTR,K89,18,07/05/17,37,09:14:00,9.233333333,18.14,14.1,12.91,,,2.076969342,1.451741674,,26.32,,,1.970580571,1.246645902,,1.809807809,,,2,0,F,0.0019,1,0,5,8
CTR-93,Tel 2,15,59V66861,CTR,K89,18,07/05/17,37,09:23:00,9.383333333,17.18,12.3,12.57,12.605,0.003926813,2.097833555,1.037739986,0.036664717,25.24,25.18,0.00336985,2.002186402,0.798014964,0.058874152,0.828132038,0.775779819,0.095435865,1,0,,0.0025,1,0,6,8
CTR-93,Tel 2,15,59V66861,CTR,K89,18,07/05/17,37,09:23:00,9.383333333,17.18,12.3,12.64,,,2.097833555,0.985291144,,25.12,,,2.002186402,0.734227242,,0.7234276,,,1,0,,0.0025,1,0,6,8
LAN-71,Tel 1,8,59V66733,LAN,K90A,9,25/04/17,25,10:34:00,10.56666667,14.49,9.9,12.59,12.54,0.00563881,2.076969342,1.834285662,0.05166013,25.86,25.94,0.004361491,1.970580571,0.912493508,0.076668832,1.673773759,1.840450338,0.128075326,2,0,M,0.0031,0,0,,
LAN-71,Tel 1,8,59V66733,LAN,K90A,9,25/04/17,25,10:34:00,10.56666667,14.49,9.9,12.49,,,2.076969342,1.973376627,,26.02,,,1.970580571,1.017102812,,2.007126916,,,2,0,M,0.0031,0,0,,
LAN-122,Tel 1,8,59V66823,LAN,K95,15,28/04/17,28,09:46:00,9.766666667,11.5,5.3,13.74,14.1,0.03610758,2.076969342,0.791447975,0.363761857,28.09,28.345,0.012722683,1.970580571,4.141663796,0.242210904,3.277911426,3.007505485,0.127152469,2,0,M,0.0022,1,0,6,8
LAN-122,Tel 1,8,59V66823,LAN,K95,15,28/04/17,28,09:46:00,9.766666667,11.5,5.3,14.46,,,2.076969342,0.467598071,,28.6,,,1.970580571,5.85353045,,2.737099545,,,2,0,M,0.0022,1,0,6,8
LAN-123,Tel 1,8,59V66824,LAN,K95,15,28/04/17,28,09:47:00,9.783333333,10.61,3.3,12.87,13,0.014142136,2.097833555,0.830916232,0.135794093,26.64,26.63,0.00053106,2.018534361,1.760167907,0.009932872,1.462552085,1.326006466,0.145628752,1,0,,,0,0,8,8
LAN-123,Tel 1,8,59V66824,LAN,K95,15,28/04/17,28,09:47:00,9.783333333,10.61,3.3,13.13,,,2.097833555,0.685325317,,26.62,,,2.018534361,1.735614922,,1.189460847,,,1,0,,,0,0,8,8
LAN-124,Tel 1,8,59V66825,LAN,K95,15,28/04/17,28,09:49:00,9.816666667,12.72,6.2,12.75,12.855,0.011551336,2.017152285,1.555913226,0.104007041,26.08,25.94,0.00763261,2.002186402,1.429798448,0.137021275,2.224642316,1.902660884,0.239322999,2,0,F,0.0023,1,0,4,8
LAN-124,Tel 1,8,59V66825,LAN,K95,15,28/04/17,28,09:49:00,9.816666667,12.72,6.2,12.96,,,2.017152285,1.342734811,,25.8,,,2.002186402,1.177208961,,1.580679452,,,2,0,F,0.0023,1,0,4,8
LAN-125,Tel 1,8,59V66826,LAN,K95,15,28/04/17,28,09:50:00,9.833333333,10.73,4.9,12.6,12.56,0.004503865,2.076969342,1.820927566,0.041334725,26,25.965,0.001906315,2.018534361,1.12287384,0.034758623,2.044671929,2.054230983,0.006580829,1,0,M,0.0031,1,0,7,8
LAN-125,Tel 1,8,59V66826,LAN,K95,15,28/04/17,28,09:50:00,9.833333333,10.73,4.9,12.52,,,2.076969342,1.930576776,,25.93,,,2.018534361,1.069001794,,2.063790036,,,1,0,M,0.0031,1,0,7,8
LAN-126,Tel 1,8,59V66827,LAN,K95,15,28/04/17,28,09:53:00,9.883333333,11.76,6.2,12.22,12.21,0.001158242,2.017152285,2.256819764,0.009923186,25.64,25.58,0.003317155,1.970580571,0.785993691,0.057526297,1.773846097,1.716065996,0.047616701,2,0,,,0,0,5,8
LAN-126,Tel 1,8,59V66827,LAN,K95,15,28/04/17,28,09:53:00,9.883333333,11.76,6.2,12.2,,,2.017152285,2.288714653,,25.52,,,1.970580571,0.724548992,,1.658285895,,,2,0,,,0,0,5,8
LAN-127,Tel 1,8,59V66828,LAN,K95,15,28/04/17,28,09:55:00,9.916666667,13.15,7.1,12.77,12.76,0.001108318,2.076969342,1.608161112,0.010336441,26.34,26.435,0.005082288,2.018534361,1.425749586,0.094224043,2.292835039,2.475794897,0.104509591,1,0,M,0.0031,1,0,3,8
LAN-127,Tel 1,8,59V66828,LAN,K95,15,28/04/17,28,09:55:00,9.916666667,13.15,7.1,12.75,,,2.076969342,1.631842191,,26.53,,,2.018534361,1.62929649,,2.658754755,,,1,0,M,0.0031,1,0,3,8
LAN-128,Tel 1,8,59V66829,LAN,K95,15,28/04/17,28,09:56:00,9.933333333,13.29,7.1,12.86,12.72,0.015565244,1.97540797,1.546038672,0.134379919,25.76,25.8,0.002192579,2.051129172,0.853810591,0.040627119,1.320024192,1.50586577,0.174530616,3,0,F,0.0021,1,0,2,8
LAN-128,Tel 1,8,59V66829,LAN,K95,15,28/04/17,28,09:56:00,9.933333333,13.29,7.1,12.58,,,1.97540797,1.870700479,,25.84,,,2.051129172,0.90431759,,1.691707349,,,3,0,F,0.0021,1,0,2,8
LAN-129,Tel 1,8,59V66830,LAN,K95,15,28/04/17,28,09:58:00,9.966666667,12.08,7.3,12.47,12.235,0.027163072,2.076969342,2.002435711,0.240549704,26.11,26.025,0.004618949,1.970580571,1.08113103,0.081450342,2.164895383,2.442382361,0.160673388,2,0,M,0.0025,1,0,1,8
LAN-129,Tel 1,8,59V66830,LAN,K95,15,28/04/17,28,09:58:00,9.966666667,12.08,7.3,12,,,2.076969342,2.823259006,,25.94,,,1.970580571,0.963379319,,2.719869339,,,2,0,M,0.0025,1,0,1,8
LAN-58,Tel 2,15,59V66823,LAN,K95,15,05/05/17,35,08:32:00,8.533333333,18.13,10.3,11.53,11.53,0,2.076969342,3.980547975,0,25.7,25.655,0.002480593,1.970580571,0.8186433,0.04315514,3.258648932,3.162154853,0.04315514,2,0,M,0.0022,1,0,5,8
LAN-58,Tel 2,15,59V66823,LAN,K95,15,05/05/17,35,08:32:00,8.533333333,18.13,10.3,11.53,,,2.076969342,3.980547975,,25.61,,,1.970580571,0.770160489,,3.065660774,,,2,0,M,0.0022,1,0,5,8
LAN-53,Tel 2,15,59V66825,LAN,K95,15,05/05/17,35,08:12:00,8.2,18.5,12.4,13.17,13.14,0.003228798,1.97540797,1.251891655,0.02887882,25.91,26.105,0.01056394,2.002186402,1.270629854,0.190290588,1.590690911,1.881475857,0.21856885,3,0,F,0.0023,1,0,2,8
LAN-53,Tel 2,15,59V66825,LAN,K95,15,05/05/17,35,08:12:00,8.2,18.5,12.4,13.11,,,1.97540797,1.30408576,,26.3,,,2.002186402,1.665734624,,2.172260803,,,3,0,F,0.0023,1,0,2,8
LAN-55,Tel 2,15,59V66826,LAN,K95,15,05/05/17,35,08:20:00,8.333333333,16.26,8.2,12.65,12.69,0.004457726,2.017152285,1.669011162,0.039682977,25.53,25.315,0.012010899,2.002186402,0.975994437,0.20953395,1.628945609,1.385754823,0.248185106,2,0,M,0.0031,1,0,6,8
LAN-55,Tel 2,15,59V66826,LAN,K95,15,05/05/17,35,08:20:00,8.333333333,16.26,8.2,12.73,,,2.017152285,1.577902435,,25.1,,,2.002186402,0.724103095,,1.142564037,,,2,0,M,0.0031,1,0,6,8
LAN-54,Tel 2,15,59V66828,LAN,K95,15,05/05/17,35,08:17:00,8.283333333,17.7,11.5,14.87,14.69,0.017328689,2.097833555,0.188805737,0.187493416,27.64,27.675,0.001788527,2.018534361,3.552959401,0.034758623,0.67081912,0.795417722,0.221530182,1,0,M,0.0031,1,0,3,8
LAN-54,Tel 2,15,59V66828,LAN,K95,15,05/05/17,35,08:17:00,8.283333333,17.7,11.5,14.51,,,2.097833555,0.24652034,,27.71,,,2.018534361,3.732009798,,0.920016323,,,1,0,M,0.0031,1,0,3,8
LAN-57,Tel 2,15,59V66829,LAN,K95,15,05/05/17,35,08:28:00,8.466666667,17.72,11.3,14.55,14.44,0.010773095,2.076969342,0.437828474,0.113458512,27.95,27.98,0.001516312,1.970580571,3.76644521,0.028775056,1.64905696,1.833121439,0.142001766,2,0,F,0.0021,1,0,4,8
LAN-57,Tel 2,15,59V66829,LAN,K95,15,05/05/17,35,08:28:00,8.466666667,17.72,11.3,14.33,,,2.076969342,0.514207754,,28.01,,,1.970580571,3.922900618,,2.017185918,,,2,0,F,0.0021,1,0,4,8
LAN-56,Tel 2,15,59V66830,LAN,K95,15,05/05/17,35,08:24:00,8.4,19.46,13.7,14.2,14.075,0.012559623,2.076969342,0.565463443,0.128849499,26.62,26.47,0.008014055,2.018534361,1.735614922,0.148446696,0.981426789,0.967884997,0.019786427,1,0,M,0.0025,1,0,1,8
LAN-56,Tel 2,15,59V66830,LAN,K95,15,05/05/17,35,08:24:00,8.4,19.46,13.7,13.95,,,2.076969342,0.678831606,,26.32,,,2.018534361,1.405861479,,0.954343205,,,1,0,M,0.0025,1,0,1,8
LAN-56,Tel 2,15,59V66830,LAN,K95,15,05/05/17,35,08:24:00,8.4,19.46,13.7,12.28,12.4,0.013685938,2.007917687,1.833956108,0.118026316,26.12,26.09,0.001626156,2.051129172,1.105806203,0.030474008,2.02800004,1.835598005,0.148233745,3,1,M,0.0025,1,0,1,8
LAN-56,Tel 2,15,59V66830,LAN,K95,15,05/05/17,35,08:24:00,8.4,19.46,13.7,12.52,,,2.007917687,1.551421909,,26.06,,,2.051129172,1.059154805,,1.64319597,,,3,1,M,0.0025,1,0,1,8
CTR-62,Tel 1,8,59V66741,CTR,R10,9,25/04/17,25,11:11:00,11.18333333,16.06,12.4,13.83,13.88,0.005094429,2.017152285,0.729235145,0.049596399,26.14,26.13,0.000541222,1.970580571,1.103357264,0.009592862,0.804606894,0.772291756,0.059175184,2,0,,0.0034,1,0,3,6
CTR-62,Tel 1,8,59V66741,CTR,R10,9,25/04/17,25,11:11:00,11.18333333,16.06,12.4,13.93,,,2.017152285,0.679819664,,26.12,,,1.970580571,1.088489577,,0.739976618,,,2,0,,0.0034,1,0,3,6
CTR-63,Tel 1,8,59V66742,CTR,R10,9,25/04/17,25,11:13:00,11.21666667,14.01,11.7,12.07,12.31,0.027571995,2.076969342,2.682443703,0.245565347,25.01,25.085,0.004228265,2.018534361,0.560202676,0.074428934,1.50271214,1.339163106,0.172714781,1,0,F,,1,0,4,6
CTR-63,Tel 1,8,59V66742,CTR,R10,9,25/04/17,25,11:13:00,11.21666667,14.01,11.7,12.55,,,2.076969342,1.888705195,,25.16,,,2.018534361,0.622444453,,1.175614072,,,1,0,F,,1,0,4,6
CTR-64,Tel 1,8,59V66743,CTR,R10,9,25/04/17,25,11:15:00,11.25,15.75,11.6,11.23,11.205,0.003155318,2.076969342,4.956463227,0.025838688,25.09,25.275,0.010351316,1.970580571,0.54124295,0.176544908,2.682650777,3.12948179,0.201923041,2,0,,0.0012,1,0,5,6
CTR-64,Tel 1,8,59V66743,CTR,R10,9,25/04/17,25,11:15:00,11.25,15.75,11.6,11.18,,,2.076969342,5.14095015,,25.46,,,1.970580571,0.695652107,,3.576312804,,,2,0,,0.0012,1,0,5,6
CTR-65,Tel 1,8,59V66744,CTR,R10,9,25/04/17,25,11:17:00,11.28333333,16.75,12.8,13.99,14.095,0.010535113,2.017152285,0.651792564,0.104007041,25.99,26.145,0.008384131,1.970580571,0.996614104,0.14814615,0.649585662,0.670680844,0.044481802,2,0,F,0.0029,1,0,1,6
CTR-65,Tel 1,8,59V66744,CTR,R10,9,25/04/17,25,11:17:00,11.28333333,16.75,12.8,14.2,,,2.017152285,0.562489315,,26.3,,,1.970580571,1.229847407,,0.691776026,,,2,0,F,0.0029,1,0,1,6
CTR-66,Tel 1,8,59V66745,CTR,R10,9,25/04/17,25,11:22:00,11.36666667,14.71,11.4,12.21,12.245,0.00404226,2.076969342,2.421533068,0.036170299,25.34,25.545,0.01134914,1.970580571,0.64126982,0.195398844,1.552856075,1.750665273,0.159793225,2,0,M,0.0032,1,0,6,6
CTR-66,Tel 1,8,59V66745,CTR,R10,9,25/04/17,25,11:22:00,11.36666667,14.71,11.4,12.28,,,2.076969342,2.300754595,,25.75,,,1.970580571,0.846884963,,1.948474471,,,2,0,M,0.0032,1,0,6,6
CTR-67,Tel 1,8,59V66746,CTR,R10,9,25/04/17,25,11:24:00,11.4,15.57,12.6,11.94,11.915,0.002967297,2.076969342,2.94982687,0.025838688,25.81,25.955,0.007900634,1.970580571,0.882063952,0.13865181,2.601935946,2.943714004,0.164196374,2,0,F,0.0083,1,0,2,6
CTR-67,Tel 1,8,59V66746,CTR,R10,9,25/04/17,25,11:24:00,11.4,15.57,12.6,11.89,,,2.076969342,3.059623808,,26.1,,,1.970580571,1.073822231,,3.285492062,,,2,0,F,0.0083,1,0,2,6
CTR-42,Tel 2,15,59V66741,CTR,R10,9,02/05/17,32,09:57:00,9.95,19.22,18.2,12.75,12.78,0.00331975,2.017152285,1.555913226,0.029765651,25.89,25.945,0.002997947,1.970580571,0.931252838,0.052737086,1.448948608,1.472891964,0.022989479,2,0,,0.0034,1,0,1,6
CTR-42,Tel 2,15,59V66741,CTR,R10,9,02/05/17,32,09:57:00,9.95,19.22,18.2,12.81,,,2.017152285,1.491767191,,26,,,1.970580571,1.003397399,,1.49683532,,,2,0,,0.0034,1,0,1,6
CTR-39,Tel 2,15,59V66742,CTR,R10,9,02/05/17,32,09:45:00,9.75,18.49,16.7,11.87,11.75,0.014443032,2.076969342,3.104678494,0.123722405,24.81,24.975,0.009343153,1.970580571,0.447616284,0.157627007,1.389704649,1.73069028,0.278632467,2,0,F,,1,0,5,6
CTR-39,Tel 2,15,59V66742,CTR,R10,9,02/05/17,32,09:45:00,9.75,18.49,16.7,11.63,,,2.076969342,3.699984068,,25.14,,,1.970580571,0.559914819,,2.07167591,,,2,0,F,,1,0,5,6
CTR-44,Tel 2,15,59V66743,CTR,R10,9,02/05/17,32,10:08:00,10.13333333,18.57,16.6,12.55,12.68,0.014499035,2.007917687,1.519314012,0.127810258,26.58,26.555,0.0013314,2.002186402,2.023145303,0.024542619,3.073793007,2.775280873,0.1521143,3,0,,0.0012,1,0,6,6
CTR-44,Tel 2,15,59V66743,CTR,R10,9,02/05/17,32,10:08:00,10.13333333,18.57,16.6,12.81,,,2.007917687,1.26745809,,26.53,,,2.002186402,1.95412279,,2.476768739,,,3,0,,0.0012,1,0,6,6
